player,pitch_mph,ev_mph,launch_angle,distance_ft
"Mercado, Óscar",87.2,104.8,27,411
"Mancini, Trey",87.2,101.4,24,407
"Vierling, Matt",87.2,106.3,26,432
"Walsh, Jared",87.2,110,22,353
"Alberto, Hanser",87.2,97,28,380
"Aguilar, Jesús",87.2,106.3,27,403
"Polanco, Jorge",87.2,108.8,32,405
"Rendon, Anthony",87.2,92.9,30,358
"Raleigh, Cal",87.2,98.9,30,385
"Machado, Manny",87.2,104.4,22,384
"Trevino, Jose",87.2,104.7,23,423
"Rosario, Amed",87.2,103.7,19,388
"Steer, Spencer",87.2,102.8,29,407
"Cronenworth, Jake",87.2,101.1,31,399
"Bogaerts, Xander",87.2,112,23,423
"Bart, Joey",87.2,107.4,27,430
"Bellinger, Cody",87.2,103.5,31,390
"Senzel, Nick",87.2,96.2,30,364
"Tellez, Rowdy",87.2,102.3,32,411
"Suzuki, Seiya",87.2,104.9,28,436
"Burger, Jake",87.2,106.3,26,403
"Kwan, Steven",87.2,101.5,24,375
"Hernández, Teoscar",87.1,106.1,28,416
"Abreu, José",87.1,103.4,25,404
"Alonso, Pete",87.1,109.7,20,412
"Lowe, Nathaniel",87.1,98.9,33,362
"Hoskins, Rhys",87.1,107.4,30,405
"Yastrzemski, Mike",87.1,102.8,30,425
"Brosseau, Mike",87.1,97.7,34,369
"Edman, Tommy",87.1,104.6,20,381
"Santander, Anthony",87.1,101.5,23,376
"Nimmo, Brandon",87.1,98.5,25,397
"Viloria, Meibrys",87.1,104.7,21,376
"Rojas, Josh",87.1,103,27,428
"Massey, Michael",87.1,96.1,37,353
"Urías, Ramón",87.1,100.9,25,400
"Harris II, Michael",87.1,99.3,26,388
"Díaz, Yandy",87.1,108.2,23,426
"Báez, Javier",87.1,104.3,29,401
"Olson, Matt",87.1,106.4,28,422
"Betts, Mookie",87.1,104.8,29,397
"Duran, Ezequiel",87.1,108.6,23,412
"Rizzo, Anthony",87.1,102.2,35,387
"Harrison, Josh",87.1,97.6,26,358
"Mitchell, Garrett",87.1,109.9,22,414
"Carpenter, Matt",87.1,107.7,35,410
"Bregman, Alex",87.1,106.5,23,384
"Kemp, Tony",87,95,39,362
"Tapia, Raimel",87,108,33,428
"Bote, David",87,96.7,32,337
"Miller, Owen",87,103,32,390
"Maldonado, Martín",87,105.8,29,438
"Santander, Anthony",87,100.8,40,351
"Judge, Aaron",87,110.3,30,443
"McNeil, Jeff",87,103.1,27,392
"Smith, Pavin",87,106.3,29,444
"Altuve, Jose",87,101.6,32,400
"García, Adolis",87,104.8,22,404
"Muncy, Max",87,100.6,35,401
"Dalbec, Bobby",87,105.6,28,391
"Naquin, Tyler",87,106.5,24,422
"Olson, Matt",87,105,29,391
"Hays, Austin",87,100,34,367
"Lowe, Nathaniel",87,104.2,30,387
"Urías, Luis",87,100.5,28,404
"Ramírez, Harold",87,108.2,18,358
"Pache, Cristian",87,100,34,381
"Turner, Justin",87,101,30,407
"Raleigh, Cal",87,111,24,417
"Martinez, J.D.",87,106.5,22,391
"Altuve, Jose",87,101.6,32,386
"Betts, Mookie",87,102.5,26,391
"Arozarena, Randy",87,106.5,28,431
"Story, Trevor",87,106.8,24,378
"Calhoun, Kole",87,100.4,31,397
"Nimmo, Brandon",87,98.2,27,359
"Santander, Anthony",87,106.4,19,399
"Soto, Juan",87,104.3,29,414
"Ramírez, Harold",86.9,110.2,25,432
"Alvarez, Yordan",86.9,108.2,23,414
"Alonso, Pete",86.9,108.3,23,425
"Villar, Jonathan",86.9,105.7,24,411
"Gorman, Nolan",86.9,106.7,32,440
"Velazquez, Andrew",86.9,94.1,31,346
"Brown, Seth",86.9,110.8,28,452
"Riley, Austin",86.9,111.2,22,423
"Arroyo, Christian",86.9,106.6,27,409
"Grichuk, Randal",86.9,108,29,439
"Adell, Jo",86.9,109.3,29,447
"Stephenson, Tyler",86.9,106.1,24,401
"Alvarez, Yordan",86.9,102.1,42,348
"Vogelbach, Daniel",86.9,105.7,29,414
"Tucker, Kyle",86.9,104.9,36,386
"Suwinski, Jack",86.9,105.3,33,410
"Goldschmidt, Paul",86.9,107.6,38,402
"Kiermaier, Kevin",86.9,103.3,26,422
"Friedl, TJ",86.9,105.1,27,389
"Peterson, Jace",86.9,96.4,32,386
"Serven, Brian",86.8,99.1,22,369
"Tellez, Rowdy",86.8,104,21,402
"Bohm, Alec",86.8,106.3,26,425
"Odor, Rougned",86.8,104.2,28,415
"Lowrie, Jed",86.8,98.1,35,379
"Rosario, Eddie",86.8,101.6,31,408
"Adell, Jo",86.8,112.2,32,398
"Profar, Jurickson",86.8,98.4,32,370
"Carroll, Corbin",86.8,98.2,38,365
"Raleigh, Cal",86.8,101,24,395
"Suwinski, Jack",86.8,100.1,35,401
"Rengifo, Luis",86.8,101.7,34,397
"Marisnick, Jake",86.8,107,37,397
"Cruz, Oneil",86.8,113.9,23,434
"Bichette, Bo",86.8,104.9,30,405
"Odor, Rougned",86.8,102,25,377
"Brown, Seth",86.8,108.5,35,427
"Villar, David",86.8,103.7,37,384
"d'Arnaud, Travis",86.8,108,28,433
"Adames, Willy",86.7,107.1,37,392
"Araúz, Jonathan",86.7,100.2,31,390
"Lamb, Jake",86.7,105.6,31,408
"Morel, Christopher",86.7,105.5,27,429
"Tellez, Rowdy",86.7,102.2,29,397
"Olson, Matt",86.7,104.7,31,432
"India, Jonathan",86.7,110.5,24,433
"Jiménez, Eloy",86.7,100.3,27,404
"Brown, Seth",86.7,111.7,22,432
"Drury, Brandon",86.7,108.6,20,387
"Davis, J.D.",86.7,109.6,33,434
"Ohtani, Shohei",86.7,102.7,28,398
"Jung, Josh",86.7,103.4,40,367
"Chapman, Matt",86.7,106.5,24,431
"Peña, Jeremy",86.7,106.2,29,422
"Bruján, Vidal",86.7,97.2,30,383
"Santander, Anthony",86.6,105.5,36,380
"Hoerner, Nico",86.6,105.3,19,374
"Varsho, Daulton",86.6,99.3,32,387
"Aguilar, Jesús",86.6,102.1,30,409
"Riley, Austin",86.6,107.6,25,414
"Castro, Harold",86.6,101.8,27,364
"Garver, Mitch",86.6,101.2,38,361
"Santander, Anthony",86.6,109.2,22,398
"Walker, Christian",86.6,105.1,31,420
"Meneses, Joey",86.6,102.7,34,389
"Hoerner, Nico",86.6,101.9,23,387
"Correa, Carlos",86.6,107.7,21,410
"Thomas, Alek",86.6,106.6,24,405
"Torres, Gleyber",86.6,102.9,26,404
"Ruiz, Keibert",86.6,103.9,29,388
"Wade Jr., LaMonte",86.6,103.6,26,406
"Vázquez, Christian",86.6,93.9,37,351
"Chavis, Michael",86.6,105.2,24,417
"Witt Jr., Bobby",86.6,104.2,26,436
"Voit, Luke",86.6,104.4,38,390
"Vaughn, Andrew",86.6,102.9,34,405
"Eaton, Nate",86.6,103.6,31,416
"Chavis, Michael",86.6,104.2,24,416
"Perez, Salvador",86.6,112.4,26,454
"Olson, Matt",86.6,107.6,27,398
"Higashioka, Kyle",86.6,102.9,34,396
"Ramírez, José",86.6,104.3,21,407
"Rodríguez, Julio",86.6,109.3,33,420
"Gallo, Joey",86.6,110.4,32,426
"Marte, Starling",86.6,103.5,23,385
"Altuve, Jose",86.5,105,27,398
"Voit, Luke",86.5,109.9,35,438
"Suárez, Eugenio",86.5,110.4,35,432
"Schwarber, Kyle",86.5,111.4,30,467
"Chisholm Jr., Jazz",86.5,103.4,34,414
"Isbel, Kyle",86.5,106.4,18,352
"Altuve, Jose",86.5,102.7,38,394
"Tucker, Kyle",86.5,97.9,30,366
"Taylor, Chris",86.5,104.3,32,399
"Riley, Austin",86.5,110.3,19,352
"Judge, Aaron",86.5,100.5,35,389
"Rivas, Alfonso",86.5,105,30,416
"Jiménez, Eloy",86.5,103.2,27,390
"Cabrera, Oswaldo",86.5,100.8,32,376
"Arozarena, Randy",86.5,107,21,405
"Joe, Connor",86.5,98.1,26,366
"Adams, Riley",86.5,107.3,22,377
"Grichuk, Randal",86.5,110.3,19,383
"Gamel, Ben",86.5,106.8,26,404
"Schoop, Jonathan",86.5,105.9,24,430
"Peralta, David",86.5,104,22,393
"Ward, Taylor",86.5,101.9,28,414
"García, Avisaíl",86.5,102.6,26,403
"Machado, Manny",86.5,101.6,27,407
"Bader, Harrison",86.5,102.3,32,398
"Buxton, Byron",86.5,108.7,35,433
"Massey, Michael",86.4,102.2,33,382
"Robert Jr., Luis",86.4,111.6,22,405
"Perez, Michael",86.4,98.5,25,377
"Abreu, José",86.4,104.5,29,401
"Caratini, Victor",86.4,100.2,26,386
"Adames, Willy",86.4,101.7,31,389
"Carroll, Corbin",86.4,107.1,20,373
"Santander, Anthony",86.4,97.6,32,365
"Alvarez, Yordan",86.4,113.2,18,365
"Kiner-Falefa, Isiah",86.4,98.5,26,372
"Sheets, Gavin",86.4,107.2,29,421
"France, Ty",86.4,98.8,31,388
"Alcántara, Sergio",86.4,98.6,38,383
"Ramírez, José",86.4,105.1,30,402
"Báez, Javier",86.4,101.2,27,383
"Judge, Aaron",86.4,108.5,26,444
"Gurriel, Yuli",86.4,100.2,24,389
"Escobar, Eduardo",86.4,101.8,27,368
"Hicks, Aaron",86.4,101.4,32,385
"Kepler, Max",86.4,108,25,408
"Contreras, William",86.4,108.8,30,417
"Siri, Jose",86.4,110.8,22,433
"Guerrero Jr., Vladimir",86.4,117.5,20,447
"Robles, Victor",86.4,103.5,28,413
"Alfaro, Jorge",86.4,114.8,29,430
"Nimmo, Brandon",86.4,99.9,33,366
"Cruz, Oneil",86.4,110.6,25,431
"Heim, Jonah",86.4,102.9,25,427
"Bichette, Bo",86.4,105.5,26,407
"Franco, Maikel",86.4,105.5,23,418
"LeMahieu, DJ",86.4,96,33,341
"Varsho, Daulton",86.3,106.6,25,435
"Vosler, Jason",86.3,109.4,25,416
"Ruiz, Keibert",86.3,101.2,33,424
"Moncada, Yoán",86.3,103,27,426
"Stanton, Giancarlo",86.3,105.8,26,398
"Bichette, Bo",86.3,103.2,34,357
"Urshela, Gio",86.3,99,26,359
"Brosseau, Mike",86.3,100.6,24,354
"Arozarena, Randy",86.3,106,25,417
"Rojas, Josh",86.3,102,32,408
"Ward, Taylor",86.3,98.3,35,359
"Casali, Curt",86.3,105.3,35,407
"Raleigh, Cal",86.3,95.4,31,364
"Olson, Matt",86.3,105.3,30,432
"Moniak, Mickey",86.3,104.5,31,395
"Cooper, Garrett",86.3,100.7,33,377
"Trout, Mike",86.3,111.4,23,429
"Rodríguez, Julio",86.3,98.9,36,355
"Edman, Tommy",86.3,104.4,22,385
"Casas, Triston",86.3,97.9,25,328
"Raleigh, Cal",86.3,114,19,355
"Brown, Seth",86.3,111.5,17,363
"Maile, Luke",86.3,103.7,33,397
"Estrada, Thairo",86.3,96.8,29,372
"Lux, Gavin",86.3,107.1,31,412
"Narváez, Omar",86.3,101.4,32,406
"Raleigh, Cal",86.3,112.1,29,444
"Alvarez, Yordan",86.3,113.8,21,408
"Grandal, Yasmani",86.3,105.8,20,390
"Haniger, Mitch",86.3,101.6,35,390
"Turner, Trea",86.2,102.9,27,394
"Choi, Ji Man",86.2,106.8,25,412
"Chapman, Matt",86.2,101.3,34,385
"Escobar, Eduardo",86.2,107.3,25,379
"Suárez, Eugenio",86.2,103.6,30,415
"Jansen, Danny",86.2,94,30,349
"Peterson, Jace",86.2,106.1,24,400
"Cronenworth, Jake",86.2,103.9,28,411
"Springer, George",86.2,102.7,37,376
"Tucker, Kyle",86.2,106.7,34,425
"Swanson, Dansby",86.2,103.4,40,395
"Culberson, Charlie",86.2,95.7,28,338
"Cave, Jake",86.2,105.2,28,412
"Judge, Aaron",86.2,99.9,34,396
"Lowe, Nathaniel",86.2,108.2,31,424
"Serven, Brian",86.2,104,21,376
"Fraley, Jake",86.2,101.4,35,396
"Nevin, Tyler",86.2,102.7,29,425
"Narváez, Omar",86.2,106.4,33,427
"Santander, Anthony",86.2,101.5,24,378
"Castro, Rodolfo",86.2,97.7,37,371
"Báez, Javier",86.2,105.4,20,379
"Donaldson, Josh",86.2,108.2,35,390
"Ozuna, Marcell",86.2,110.6,25,446
"Naquin, Tyler",86.2,111,21,423
"Walls, Taylor",86.1,101.3,32,391
"Votto, Joey",86.1,99,33,403
"Alvarez, Yordan",86.1,107.1,27,411
"Tellez, Rowdy",86.1,107.2,32,431
"Thomas, Alek",86.1,107.6,24,432
"Rojas, Miguel",86.1,102.8,19,373
"Gallo, Joey",86.1,109.4,21,413
"Moustakas, Mike",86.1,108,23,390
"Peralta, David",86.1,104.3,30,433
"Trout, Mike",86.1,108.1,24,425
"Melendez, MJ",86.1,108,22,425
"Gurriel Jr., Lourdes",86.1,100.1,24,380
"Duvall, Adam",86.1,98.8,28,370
"Cooper, Garrett",86.1,102.7,30,415
"Judge, Aaron",86.1,109.9,21,405
"Alvarez, Yordan",86.1,113.9,28,469
"Kelly, Carson",86.1,104.2,27,420
"Rojas, Miguel",86.1,101.4,25,396
"Aquino, Aristides",86.1,104.1,27,405
"Lowe, Nathaniel",86.1,105.1,22,385
"Machado, Manny",86.1,108,27,421
"Ramírez, José",86.1,98,30,389
"Alvarez, Yordan",86.1,106.7,26,422
"Torres, Gleyber",86,104,28,385
"Naylor, Josh",86,105.9,31,399
"Stassi, Max",86,104.8,23,398
"Ramírez, José",86,104.1,32,390
"Luplow, Jordan",86,99.3,32,387
"Pham, Tommy",86,106.1,25,410
"Odor, Rougned",86,102.3,37,393
"Naquin, Tyler",86,100.8,37,382
"McGuire, Reese",86,95.6,30,368
"Profar, Jurickson",86,101.8,28,418
"Semien, Marcus",86,100.2,32,396
"Díaz, Yandy",86,102.3,28,382
"Harrison, Josh",86,105.6,21,387
"Laureano, Ramón",86,107.9,27,421
"Schwarber, Kyle",86,103.7,28,419
"Hoskins, Rhys",86,106.9,28,424
"Voit, Luke",86,108.5,35,424
"Arenado, Nolan",86,102.8,34,376
"Anderson, Brian",86,107.2,28,445
"Toro, Abraham",86,104.9,24,403
"Carpenter, Matt",86,97.7,26,363
"Happ, Ian",86,103.9,24,383
"Alonso, Pete",86,107.8,30,417
"Candelario, Jeimer",86,107.2,20,358
"France, Ty",86,106.6,26,420
"Donovan, Brendan",86,98.4,32,387
"Waters, Drew",86,107.8,26,405
"Peña, Jeremy",86,102.6,29,378
"Olson, Matt",86,108.6,20,395
"Donaldson, Josh",86,110.9,24,421
"Walker, Christian",86,107.8,23,435
"Seager, Corey",86,102.8,27,385
"Nimmo, Brandon",85.9,106,22,418
"Seager, Corey",85.9,108.5,22,379
"Cruz, Oneil",85.9,103,28,380
"Santander, Anthony",85.9,105.6,34,414
"García, Leury",85.9,103.9,29,408
"Freeman, Freddie",85.9,107.5,26,389
"Candelario, Jeimer",85.9,103.4,28,418
"Duran, Ezequiel",85.9,103.3,20,390
"Duvall, Adam",85.9,101.2,28,380
"Knizner, Andrew",85.9,101.5,31,386
"Pratto, Nick",85.9,101.4,29,424
"Correa, Carlos",85.9,110.7,21,417
"Tapia, Raimel",85.9,103.4,24,368
"Urshela, Gio",85.9,99.5,34,395
"Suwinski, Jack",85.9,96.8,28,370
"Aguilar, Jesús",85.9,106,29,403
"Muncy, Max",85.9,104.9,28,383
"Grandal, Yasmani",85.9,106.6,21,382
"Rodríguez, Julio",85.9,108.5,32,416
"Riley, Austin",85.9,107.8,30,415
"Bellinger, Cody",85.9,97.1,36,375
"Santander, Anthony",85.9,109.2,30,424
"Judge, Aaron",85.9,105.1,29,370
"Suárez, Eugenio",85.9,108.6,31,441
"Sosa, Edmundo",85.9,105.9,36,378
"Rodgers, Brendan",85.9,102.3,27,434
"Grisham, Trent",85.9,106.3,37,444
"Dickerson, Corey",85.9,106.2,26,433
"Rizzo, Anthony",85.8,99.8,35,378
"Soto, Juan",85.8,101.9,33,364
"Drury, Brandon",85.8,100,26,402
"Sheets, Gavin",85.8,106.7,19,381
"Sheets, Gavin",85.8,103.6,31,405
"Bell, Josh",85.8,110.4,30,431
"Yelich, Christian",85.8,108.2,26,422
"Gordon, Nick",85.8,107.2,28,410
"Chisholm Jr., Jazz",85.8,103.4,31,386
"Adames, Willy",85.8,105.5,28,419
"Reyes, Franmil",85.8,103.3,30,361
"Ozuna, Marcell",85.8,111.2,25,412
"Estrada, Thairo",85.8,102.8,29,404
"Thompson, Trayce",85.8,106.6,25,379
"France, Ty",85.8,100.1,29,408
"Buxton, Byron",85.8,98.1,26,394
"Contreras, Willson",85.8,104.2,25,396
"Devers, Rafael",85.8,104.3,26,441
"Alvarez, Yordan",85.8,102.4,37,384
"Crawford, J.P.",85.8,102.9,23,401
"Tellez, Rowdy",85.8,103.6,29,412
"Drury, Brandon",85.8,105.2,30,468
"Goldschmidt, Paul",85.8,104.4,30,406
"Harper, Bryce",85.8,104.6,37,359
"Trout, Mike",85.8,103.9,29,411
"Drury, Brandon",85.8,101,28,368
"Rutschman, Adley",85.8,106.9,33,439
"Walker, Christian",85.8,102.7,30,395
"Walker, Christian",85.8,102.8,30,416
"Brown, Seth",85.8,100.7,28,394
"Castro, Willi",85.8,106.1,17,356
"Hays, Austin",85.8,107,22,411
"Chapman, Matt",85.8,105.9,28,411
"Camargo, Johan",85.8,106.7,22,385
"Chavis, Michael",85.8,95.1,35,373
"Arenado, Nolan",85.7,109.1,21,386
"Springer, George",85.7,105.8,29,424
"Adams, Riley",85.7,104.3,29,399
"Guillorme, Luis",85.7,100,36,379
"Hedges, Austin",85.7,94.2,30,344
"Herrera, Odúbel",85.7,101,31,386
"Marte, Starling",85.7,109.5,21,380
"Brinson, Lewis",85.7,101.4,37,380
"Guerrero Jr., Vladimir",85.7,115.4,17,397
"Peña, Jeremy",85.7,107.6,28,429
"Giménez, Andrés",85.7,105,29,421
"Trout, Mike",85.7,97.9,30,359
"Guerrero Jr., Vladimir",85.7,114.4,18,421
"Rivera, Emmanuel",85.7,101.6,28,408
"Perez, Salvador",85.7,107.4,28,436
"Story, Trevor",85.7,102.1,40,363
"Alvarez, Yordan",85.7,100.8,33,391
"Arenado, Nolan",85.7,104.7,32,405
"Schoop, Jonathan",85.7,110.9,27,407
"Alvarez, Yordan",85.7,97,33,363
"Jiménez, Eloy",85.7,107.6,31,423
"Schwarber, Kyle",85.7,105.8,29,432
"Ohtani, Shohei",85.7,108.1,35,415
"Rendon, Anthony",85.7,103.9,28,419
"Taylor, Michael A.",85.7,105.7,24,358
"Ríos, Edwin",85.7,104.9,32,379
"Mullins, Cedric",85.7,104.2,31,402
"Varsho, Daulton",85.6,102.5,32,389
"Kepler, Max",85.6,103.3,37,391
"Vogelbach, Daniel",85.6,106.2,26,433
"Gordon, Nick",85.6,100.4,37,400
"Bogaerts, Xander",85.6,109.3,36,397
"Franco, Maikel",85.6,106.9,24,428
"Cabrera, Miguel",85.6,102,31,411
"Smith, Will",85.6,102.5,26,394
"Miller, Brad",85.6,106.5,23,412
"Verdugo, Alex",85.6,106.5,23,368
"Betts, Mookie",85.6,97.2,28,358
"Judge, Aaron",85.6,102.6,26,401
"Reynolds, Bryan",85.6,104.4,36,383
"Smith, Will",85.6,106.7,26,425
"Farmer, Kyle",85.6,105.8,31,431
"Escobar, Eduardo",85.6,96.9,32,356
"Mateo, Jorge",85.6,105.7,22,384
"Bogaerts, Xander",85.6,105,26,412
"Story, Trevor",85.6,113.4,17,375
"Guerrero Jr., Vladimir",85.6,108.2,19,414
"Gorman, Nolan",85.6,107.1,32,411
"Mountcastle, Ryan",85.6,105,28,379
"Lindor, Francisco",85.6,96.3,31,372
"Dalbec, Bobby",85.6,102.1,28,390
"Guerrero Jr., Vladimir",85.5,111,20,423
"Canha, Mark",85.5,102.5,28,396
"Sánchez, Jesús",85.5,95.6,29,361
"McCutchen, Andrew",85.5,105.1,22,384
"Chisholm Jr., Jazz",85.5,102.1,35,386
"Mullins, Cedric",85.5,95.1,33,370
"Alonso, Pete",85.5,109.5,19,412
"Cave, Jake",85.5,104.9,31,415
"García, Adolis",85.5,102.2,37,385
"Stanton, Giancarlo",85.5,104,35,392
"Raleigh, Cal",85.5,108,31,406
"Yelich, Christian",85.5,108.3,29,429
"Greene, Riley",85.5,110.3,27,411
"Andrus, Elvis",85.5,102.4,24,391
"Kirk, Alejandro",85.5,104.9,23,420
"Winker, Jesse",85.5,103.9,33,395
"Gurriel, Yuli",85.5,104.5,20,388
"Pham, Tommy",85.5,101.5,31,400
"Muncy, Max",85.5,102.4,34,399
"Devers, Rafael",85.5,112.8,21,387
"Pujols, Albert",85.5,111.2,23,418
"Mountcastle, Ryan",85.5,110.2,25,428
"Rosario, Amed",85.5,108.7,24,450
"Hosmer, Eric",85.5,106.8,30,410
"Nimmo, Brandon",85.5,102.7,35,388
"McCarthy, Jake",85.5,108.3,41,395
"Murphy, Sean",85.5,103.2,26,407
"Semien, Marcus",85.5,104.6,26,382
"Alfaro, Jorge",85.5,111.3,22,416
"Story, Trevor",85.4,105.5,33,387
"Heim, Jonah",85.4,100.1,36,367
"Mountcastle, Ryan",85.4,105.6,34,426
"Alfaro, Jorge",85.4,113.4,28,449
"Renfroe, Hunter",85.4,107.4,30,419
"Smith, Josh H.",85.4,101.9,32,386
"Cruz, Nelson",85.4,101.4,25,371
"Brown, Seth",85.4,104,28,424
"Smith, Will",85.4,103.9,33,423
"Arenado, Nolan",85.4,108.3,22,378
"Cron, C.J.",85.4,106,26,427
"Langeliers, Shea",85.4,108.6,24,415
"Crawford, Brandon",85.4,103.6,34,396
"Hoskins, Rhys",85.4,107.5,24,401
"Margot, Manuel",85.4,102.5,23,396
"Rodríguez, Julio",85.4,98.6,25,366
"Harris II, Michael",85.4,108.8,26,425
"Kepler, Max",85.4,107.8,25,423
"Harris II, Michael",85.4,105.4,25,389
"Pinder, Chad",85.4,108.2,33,400
"Grichuk, Randal",85.4,95.3,28,376
"Hall, Darick",85.4,103,33,380
"Wong, Kolten",85.4,104.3,28,415
"Phillips, Brett",85.4,101.6,34,412
"Solak, Nick",85.4,111.1,24,372
"Aguilar, Jesús",85.4,107.7,18,364
"Schoop, Jonathan",85.4,106.4,20,399
"Guerrero Jr., Vladimir",85.4,109.2,25,418
"Nola, Austin",85.4,96.7,27,395
"Haggerty, Sam",85.4,105.1,25,401
"Schwarber, Kyle",85.4,109.6,37,406
"Walker, Christian",85.3,106.5,23,416
"Story, Trevor",85.3,97.4,38,368
"Naquin, Tyler",85.3,100.8,29,374
"Marsh, Brandon",85.3,107.9,23,363
"Garver, Mitch",85.3,94.3,28,357
"Rodríguez, Julio",85.3,95.7,31,375
"Muncy, Max",85.3,103.8,26,378
"Pham, Tommy",85.3,103.8,29,401
"Jiménez, Eloy",85.3,105.3,25,407
"Machado, Manny",85.3,95.7,23,363
"Betts, Mookie",85.3,100,36,384
"Garver, Mitch",85.3,108.1,24,420
"Tapia, Raimel",85.3,106.3,30,441
"Herrera, Odúbel",85.3,108.6,28,431
"Mountcastle, Ryan",85.3,109.6,22,428
"Cruz, Oneil",85.3,113.4,23,422
"Lowe, Nathaniel",85.3,103.9,29,416
"Miranda, Jose",85.3,101,35,360
"Dozier, Hunter",85.3,103.3,34,370
"Isbel, Kyle",85.3,101.5,35,372
"Rodríguez, Julio",85.3,103.8,27,376
"Pederson, Joc",85.3,109.1,27,428
"Machado, Manny",85.3,106.9,27,433
"Alonso, Pete",85.3,109.4,22,401
"Sánchez, Jesús",85.3,114,21,428
"Judge, Aaron",85.3,102.1,28,374
"Molina, Yadier",85.3,102.8,23,350
"Garcia, Aramis",85.3,103.6,28,436
"McCann, James",85.2,107,26,407
"Walker, Christian",85.2,110.9,29,446
"Dalbec, Bobby",85.2,107.8,23,420
"Blackmon, Charlie",85.2,101.1,27,424
"Jansen, Danny",85.2,103.7,32,408
"Adams, Riley",85.2,104.3,33,385
"Torkelson, Spencer",85.2,110.6,24,426
"Stanton, Giancarlo",85.2,111.8,26,445
"Maton, Nick",85.2,97.9,44,348
"Estrada, Thairo",85.2,98,34,380
"Drury, Brandon",85.2,100,27,355
"Lowe, Brandon",85.2,99.2,29,373
"Hays, Austin",85.2,106,20,384
"Turner, Trea",85.2,106.6,25,416
"Smith, Will",85.2,99.8,37,374
"Miller, Owen",85.2,104.6,33,399
"Rivera, Emmanuel",85.2,105,26,437
"Moran, Colin",85.1,100.6,34,369
"Walsh, Jared",85.1,99.3,24,344
"Hernández, Enrique",85.1,104,25,366
"Springer, George",85.1,99.8,22,348
"Story, Trevor",85.1,105.6,28,403
"Cron, C.J.",85.1,110.9,21,370
"Wisdom, Patrick",85.1,100.7,31,413
"Grossman, Robbie",85.1,95.3,37,358
"Swanson, Dansby",85.1,105.9,26,413
"Reyes, Franmil",85.1,111.7,19,419
"Aquino, Aristides",85.1,110.1,21,439
"Tellez, Rowdy",85.1,99.1,27,389
"Gomes, Yan",85.1,97.4,27,378
"Fraley, Jake",85.1,107.1,33,439
"Moustakas, Mike",85.1,109.1,21,429
"Castillo, Diego",85.1,104.8,25,409
"Jeffers, Ryan",85.1,110,23,424
"Giménez, Andrés",85.1,99.9,28,379
"Realmuto, J.T.",85.1,107.9,34,420
"García, Adolis",85.1,111,25,432
"Grisham, Trent",85.1,105,27,457
"Renfroe, Hunter",85.1,101.7,31,402
"Renfroe, Hunter",85.1,106,21,418
"Garver, Mitch",85.1,108,22,400
"Goldschmidt, Paul",85.1,105.8,30,400
"Rodgers, Brendan",85.1,106.9,27,433
"Semien, Marcus",85.1,105,25,400
"Grichuk, Randal",85.1,104.5,26,462
"O'Neill, Tyler",85.1,108.5,25,403
"Suwinski, Jack",85.1,100.7,32,382
"Haase, Eric",85.1,102,37,367
"Yelich, Christian",85.1,103.3,23,376
"Cordero, Franchy",85.1,107,26,406
"Yepez, Juan",85,102.6,31,393
"Castellanos, Nick",85,96.7,31,372
"Moran, Colin",85,101.5,34,399
"Molina, Yadier",85,97.7,30,374
"Ward, Taylor",85,105,26,424
"Meneses, Joey",85,106.7,33,420
"Zavala, Seby",85,100.9,28,381
"Brown, Seth",85,105.7,23,351
"Murphy, Sean",85,111.7,22,395
"Wisdom, Patrick",85,106.7,21,404
"Betts, Mookie",85,104.8,29,420
"Raleigh, Cal",85,101.2,25,380
"Miller, Brad",85,103.8,35,398
"Brown, Seth",85,112.2,21,389
"Guerrero Jr., Vladimir",85,117.9,18,467
"Contreras, Willson",85,102.3,23,399
"Lindor, Francisco",85,107.3,29,396
"Rizzo, Anthony",85,104.4,26,410
"Buxton, Byron",85,108.9,40,387
"Báez, Javier",85,101.3,31,388
"Cordero, Franchy",85,108.7,29,448
"Ward, Taylor",85,106.3,22,409
"Ramírez, José",85,111.6,21,386
"Hoerner, Nico",84.9,98.4,32,376
"Yastrzemski, Mike",84.9,105.1,23,410
"Bichette, Bo",84.9,107.3,26,414
"Soto, Juan",84.9,106.6,26,400
"Robert Jr., Luis",84.9,110.4,23,408
"Brown, Seth",84.9,108.7,25,419
"Nola, Austin",84.9,102.8,26,391
"Giménez, Andrés",84.9,104.6,27,408
"Tellez, Rowdy",84.9,106.5,39,378
"Jeffers, Ryan",84.9,102.8,24,412
"Rodríguez, Julio",84.9,107.9,35,417
"Ward, Taylor",84.9,105.3,26,422
"Winker, Jesse",84.9,106.2,29,422
"Pratto, Nick",84.9,104.7,39,388
"Alvarez, Yordan",84.9,113.1,33,447
"Vogt, Stephen",84.9,103.4,22,395
"Alfaro, Jorge",84.9,105.6,24,423
"Bohm, Alec",84.9,102.4,31,412
"Kemp, Tony",84.9,95.8,30,362
"Suwinski, Jack",84.9,109,33,426
"Kiermaier, Kevin",84.9,104.1,29,390
"Bichette, Bo",84.9,102.2,26,411
"Suwinski, Jack",84.9,109.2,26,425
"Belt, Brandon",84.8,108.3,25,384
"Morel, Christopher",84.8,103.5,32,393
"Gamel, Ben",84.8,104.9,29,418
"Castro, Willi",84.8,103.8,24,408
